2584127	AAKB1_HUMAN	JUN_HUMAN	Ad-DN-AMPK	c-Jun	Negative_regulation,Positive_regulation,Phosphorylation,Gene_expression	Negative_regulation	Conversely, overexpression of Ad-DN-AMPK inhibited AICAR-induced phosphorylation of p38 kinase and c-Jun (Fig. 5B).
3676843	AAPK1_HUMAN	JUN_HUMAN	AMPK	c-Jun	Positive_regulation,Positive_regulation	Positive_regulation	Controlling cell fate decisions under ER stress and beyond Coupling of stress in the ER to activation of JNK protein kinases by transmembrane protein kinase IRE1 Ultraviolet light inhibits translation through activation of the unfolded protein response kinase PERK in the lumen of the endoplasmic reticulum GCN2 phosphorylation of eIF2alpha activates NF-kappaB in response to UV irradiation AMP-activated protein kinase, stress responses and cardiovascular diseases Targeting AMPK in the treatment of malignancies Sustained activation of AMP-activated protein kinase induces c-Jun N-terminal kinase activation and apoptosis in liver cells Activation of AMP-activated protein kinase by temozolomide contributes to apoptosis in glioblastoma cells via p53 activation and mTORC1 inhibition Hydrogen peroxide inhibits mTOR signaling by activation of AMPKalpha leading to apoptosis of neuronal cells The AMPK signalling pathway coordinates cell growth, autophagy and metabolism TSC2 integrates Wnt and energy signals via a coordinated phosphorylation by AMPK and GSK3 to regulate cell growth AMPK and Raptor: Matching cell growth to energy supply C6-ceramide synergistically potentiates the anti-tumor effects of histone deacetylase inhibitors via AKT dephosphorylation and alpha-tubulin hyperacetylation both in vitro and in vivo Enriching lipid nanovesicles with short-chain glucosylceramide improves doxorubicin delivery and efficacy in solid tumors H2O2 activates endoplasmic reticulum (ER) stress, AMP activated protein kinase (AMPK) and mitogen-activated protein kinase (MAPK) signal pathways in cultured retinal pigment epithelium (RPE) cells.
3676843	AAPK2_HUMAN	JUN_HUMAN	AMPK	c-Jun	Positive_regulation,Positive_regulation	Positive_regulation	The Veterans LAST study (Lutein Antioxidant Supplementation Trial) Rapamycin sensitive mTOR activation mediates nerve growth factor (NGF) induced cell migration and pro-survival effects against hydrogen peroxide in retinal pigment epithelial cells Ceramide: An intracellular signal for apoptosis Ceramide promotes apoptosis in lung cancer-derived A549 cells by a mechanism involving c-Jun NH2-terminal kinase Ursolic acid-induced AMP-activated protein kinase (AMPK) activation contributes to growth inhibition and apoptosis in human bladder cancer T24 cells Exogenous cell-permeable C6 ceramide sensitizes multiple cancer cell lines to Doxorubicin-induced apoptosis by promoting AMPK activation and mTORC1 inhibition Perifosine sensitizes UVB-induced apoptosis in skin cells: New implication of skin cancer prevention?
3724675	AAKB1_HUMAN	AKTS1_MOUSE	AMPK	lobe	Binding	Binding	MELK-UBA tightly binds to the N-lobe of the kinase domain We have demonstrated that the AID of AMPK binds to both N- and C-lobes of its kinase domain, which constrains the mobility of the prominent αC helix and thereby inhibits the kinase domain [29].
3724675	AAPK2_HUMAN	AKTS1_MOUSE	AMPK	lobe	Binding	Binding	The MELK-UBA and MARK-UBA domains bind solely to the N-lobe of the kinase domain, whereas the AMPK-AID binds to both N- and C-lobes (Figure 2).
3965461	AAPK2_HUMAN	JUN_MOUSE	AMPK	AP-1	Regulation,Positive_regulation,Positive_regulation	Regulation	LKB1/CaMKII/AMPK signaling pathway is involved in adiponectin-induced AP-1 activation To further evaluate the LKB1/CaMKII/AMPK signaling pathway involved in adiponectin-induced AP-1 activation, OASFs were transiently transfected with AP-1 promoter-luciferase construct as an indicator of AP-1 activation.
3992078	AAPK1_HUMAN	RPTOR_HUMAN	AMPK	Raptor	Positive_regulation,Phosphorylation	Positive_regulation	Dose-response activation of AMPK and phosphorylation of its direct targets Acetyl CoA Carboxylase (ACC) and Raptor in PCa cells.
3992078	AAPK2_HUMAN	RPTOR_HUMAN	AMPK	Raptor	Negative_regulation,Phosphorylation	Negative_regulation	AMPK inhibits the mTORC1 pathway through phosphorylation of the TSC2 complex and Raptor, whereas it affects de novo FA and cholesterol synthesis through phosphorylation of the rate limiting enzymes ACC and 3-hydroxy-3-methyl-glutaryl-CoA reductase (HMGCR) and of the transcriptional regulators SREBPs, as well as via transcriptional repression of lipogenic genes (Clarke & Hardie, 1990; Zhou et al, 2001).
3992078	AAPK2_HUMAN	RPTOR_HUMAN	AMPK	Raptor	Positive_regulation,Phosphorylation	Positive_regulation	Dose-response activation of AMPK, phosphorylation of ACC and Raptor in LKB1 null HeLa (left) and DU145 (right) cells, after 30-min incubation with MT 63–78, at indicated concentrations.
4155805	AAPK2_HUMAN	RPTOR_HUMAN	AMPK	Raptor	Positive_regulation,Phosphorylation,Positive_regulation	Positive_regulation	We further showed evidence that AMPK activation led to phosphorylation of Raptor at Serine 792 in the mTOR complex resulting in the sequential suppression of its downstream signaling, indicated by the reduced activation of pS6 in cells with ARSI-mediated autophagy.
4155805	AAPK2_HUMAN	RPTOR_MOUSE	AMPK	Raptor	Binding	Binding	AR signaling inhibition-induced autophagy is mediated through activation of AMPK activation and inhibition of mTOR signaling via Raptor Previous studies demonstrated that the AMPK pathway directly interacts with TSC2/Raptor/mTOR complex to inhibit mTOR/S6K/4EBP signaling and the subsequent activation of autophagy.11, 12, 13 Cells with knockdown expression of AMPK were treated with vehicle and ENZA and then probed for phosphorylated Raptor, specifically detecting the phosphorylation of S792.
4323656	AAPK2_HUMAN	JUN_HUMAN	AMPK	c-Jun	Regulation	Regulation	Antibodies against p21, p27, cyclin B, cyclin D, cyclin E, cyclin-dependent kinase (CDK)2, CDK4, CDK6, poly ADP ribose polymerase (PARP), caspase-3, cleaved caspase-7, caspase-8, caspase-9, AMP-activated protein kinase (AMPK), p-AMPK (Thr172), Unc-51-like kinase (ULK), p-ULK (Ser555), mTOR, p-mTOR (Ser2481), p38, p-p38 (Thr180/Tyr182), extracellular regulated kinase (ERK)1/2, p-ERK1/2 (Thr202/Tyr204), c-Jun N-terminal kinase (JNK), p-JNK (Thr183/Tyr185), and CHOP were purchased from Cell Signaling Technology (Danvers, MA, USA).
4362906	AAPK2_HUMAN	JUN_HUMAN	AMPK	c-Jun	Positive_regulation	Positive_regulation	AMPK, the master energy sensor, is an important regulator of cell death under various conditions, through activation of c-Jun N-terminal kinase and p53 and inhibition of mTOR.48 In the present study, there was a significant activation of AMPK with ALS treatment which may contribute to the inhibition of mTOR.
4387297	AAPK2_HUMAN	RPTOR_HUMAN	AMPK	Raptor	Positive_regulation,Phosphorylation	Positive_regulation	These results may indicate that the activation of AMPK and subsequent phosphorylation of Raptor by ZJ001 potentially inhibited mTORC1 (Figure 5B, 5C).
4400383	AAPK2_HUMAN	SYNP2_MOUSE	AMPK	myo	Positive_regulation,Regulation	Positive_regulation	The Minkowski Lecture 2004 Free fatty acids increase cytosolic free calcium and stimulate insulin secretion from beta-cells through activation of GPR40 Epigallocatechin gallate (EGCG) attenuates high glucose-induced insulin signaling blockade in human hepG2 hepatoma cells Epigallocatechin-3-O-gallate (EGCG) attenuates FFAs-induced peripheral insulin resistance through AMPK pathway and insulin signaling pathway in vivo Epigallocatechin-3-O-gallate (EGCG) protects the insulin sensitivity in rat L6 muscle cells exposed to dexamethasone condition Berberine inhibits inflammatory response and ameliorates insulin resistance in hepatocytes Involvement of GLUT-4 in the stimulatory effect of rutin on glucose uptake in rat soleus muscle Rutin potentiates calcium uptake via voltage-dependent calcium channel associated with stimulation of glucose uptake in skeletal muscle Myricetin Ameliorates Defective Post-Receptor Insulin Signaling via beta-Endorphin Signaling in the Skeletal Muscles of Fructose-Fed Rats Myricetin, a naturally occurring flavonol, ameliorates insulin resistance induced by a high-fructose diet in rats Grape Seed-Derived Procyanidins Have an Antihyperglycemic Effect in Streptozotocin-Induced Diabetic Rats and Insulinomimetic Activity in Insulin-Sensitive Cell Lines Resveratrol stimulates glucose transport in C2C12 myotubes by activating AMP-activated protein kinase (-)-Epigallocatechin-3-gallate stimulates both AMP-activated protein kinase and nuclear factor-kappa B signaling pathways Minireview: Therapeutic potential of myricetin in diabetes mellitus Catechin-induced activation of the LKB1/AMP-activated protein kinase pathway Naringin ameliorates metabolic syndrome by activating AMP-activated protein kinase in mice fed a high-fat diet Inhibition of lipid synthesis through activation of AMP kinase: an additional mechanism for the hypolipidemic effects of berberine Berberine-stimulated glucose uptake in L6 myotubes involves both AMPK and p38 MAPK Berberine, a natural plant product, activates AMP-activated protein kinase with beneficial metabolic effects in diabetic and insulin-resistant states Berberine improves glucose metabolism through induction of glycolysis Myricetin attenuates hyperinsulinemia-induced insulin resistance in skeletal muscle cells Stimulatory effect of apigenin-6-C-beta-L-fucopyranoside on insulin secretion and glycogen synthesis Anti-hyperglycemic action of apigenin-6-C-beta-fucopyranoside from Averrhoa carambola Antidiabetic effects of quercetin in streptozocin-induced diabetic rats Cyanidin-3-O-beta-glucoside and protocatechuic acid exert insulin-like effects by upregulating PPARgamma activity in human omental adipocytes alpha-Glucosidase inhibitory activity of cyanidin-3-galactoside and synergistic effect with acarbose The anti-diabetic effect of anthocyanins in streptozotocin-induced diabetic rats through glucose transporter 4 regulation and prevention of insulin resistance and pancreatic apoptosis Dietary anthocyanin-rich bilberry extract ameliorates hyperglycemia and insulin sensitivity via activation of AMP-activated protein kinase in diabetic mice Purple sweet potato color protects mouse liver against d-galactose-induced apoptosis via inhibiting caspase-3 activation and enhancing PI3K/Akt pathway Purple sweet potato color attenuates oxidative stress and inflammatory response induced by d-galactose in mouse liver Hesperidin and naringin attenuate hyperglycemia-mediated oxidative stress and proinflammatory cytokine production in high fat fed/streptozotocin-induced type 2 diabetic rats Antihyperglycemic and Antihyperlipidemic Effects of Hesperidin and Naringin in High Fat Diet/Streptozotocin Type 2 Diabetic Rats Anthocyanins and anthocyanin-rich extracts: role in diabetes and eye function Occurrence of flavonols in tomatoes and tomato-based products Content of potentially anticarcinogenic flavonoids of 28 vegetables and 9 fruits commonly consumed in the Netherlands Flavonoids and heart health: proceedings of the ILSI North America Flavonoids Workshop, May 31-June 1, 2005, Washington, DC Analysis of phenolic constituents of biological interest in red wines by high-performance liquid chromatography Antihypercholesterolemic property of naringin alters plasma and tissue lipids, cholesterol-regulating enzymes, fecal sterol and tissue morphology in rabbits Naringin alters the cholesterol biosynthesis and antioxidant enzyme activities in LDL receptor-knockout mice under cholesterol fed condition Identification and antioxidant activity of flavonoid metabolites in plasma and urine of eriocitrin-treated rats Anthocyanins: natural colorants with health-promoting properties Extraction of rutin from buckwheat (Fagopyrum esculentumMoench) seeds and determination by capillary electrophoresis Dietary phenolics: chemistry, bioavailability and effects on health Phytoestrogen content of foods--a compendium of literature values Isoflavonoids of the leguminosae Anti-diabetic properties of the Canadian lowbush blueberry Vaccinium angustifolium Ait Cyanidin 3-glucoside ameliorates hyperglycemia and insulin sensitivity due to downregulation of retinol binding protein 4 expression in diabetic mice Cyanidin 3-glucoside attenuates obesity-associated insulin resistance and hepatic steatosis in high-fat diet-fed and db/db mice via the transcription factor FoxO1 Improvement of insulin resistance by Cyanidin 3-glucoside, anthocyanin from black beans through the up-regulation of GLUT4 gene expression Insulin mimetic impact of Catechin isolated from Cassia fistula on the glucose oxidation and molecular mechanisms of glucose uptake on Streptozotocin-induced diabetic Wistar rats Tea catechins modulate the glucose transport system in 3T3-L1 adipocytes Green tea catechins ameliorate adipose insulin resistance by improving oxidative stress Epigallocatechin gallate improves insulin signaling by decreasing toll-like receptor 4 (TLR4) activity in adipose tissues of high-fat diet rats Apigenin Causes Biochemical Modulation, Glut4 and Cd38 Alterations to Improve Diabetes and to Protect Damages of Some Vital Organs in Experimental Diabetes Polyphenols-rich Vernonia amygdalina shows anti-diabetic effects in streptozotocin-induced diabetic rats Tangeretin stimulates glucose uptake via regulation of AMPK signaling pathways in C2C12 myotubes and improves glucose tolerance in high-fat diet-induced obese mice Polymethoxyflavonoids tangeretin and nobiletin increase glucose uptake in murine adipocytes Fisetin improves glucose homeostasis through the inhibition of gluconeogenic enzymes in hepatic tissues of streptozotocin induced diabetic rats Kaempferol and quercetin isolated from Euonymus alatus improve glucose uptake of 3T3-L1 cells without adipogenesis activity Signaling pathways of kaempferol-3-neohesperidoside in glycogen synthesis in rat soleus muscle The insulin-mimetic effect of Morin: a promising molecule in diabetes treatment Protective effect of bioflavonoid myricetin enhances carbohydrate metabolic enzymes and insulin signaling molecules in streptozotocin-cadmium induced diabetic nephrotoxic rats The insulin action can be inhibited by inflammatory signaling pathways.
